Year,Prod_Description (SKU),Payment_Mode,Order_Number,Order_Value,Order_Status,Street_Name,City,State,Pin_Code,Contact_Number,Tracking_ID,Customer_Type,Multiple_Item,Class_RWOD
2021,WAT-F-GRY-S-MD,COD,ORD202101164,"?5,716.30",Returned-Undelivered,Camp 64,Lucknow,Uttar Pradesh,,6881033500,SF372837,New,1,1
2021,SHO-U-GRN-XXL-HV,COD,ORD202101165,"?2,876.92",Delivered,MG Road 31,Lucknow,Uttar Pradesh,535733,8572554900,BD628536,New,0,0
2021,WAT-F-NVY-XS-LT,COD,ORD202101166,"?1,695.73",Returned-After-Delivery,Camp 243,Ahmedabad,Gujarat,,6744346000,53771952,Existing,0,0
2021,JNS-M-BLK-M-HV,COD,ORD202101167,"?4,496.77",Returned-After-Delivery,Marine Drive 233,Hyderabad,Telangana,,6543151900,19273074,Existing,0,0
2021,WAT-F-BLK-L-HV,COD,ORD202101168,"?4,895.72",Returned-Undelivered,Civil Lines 237,Kolkata,West Bengal,790535,6627735700,19653995,New,1,1
2021,WAT-U-GRN-XL-MD,Pre-Paid,ORD202101169,"?4,136.24",Delivered,Sector 15 206,Chennai,Tamil Nadu,,6320986000,13911402,Existing,0,0
2021,TOP-M-BLU-S-LT,COD,ORD202101170,"?4,757.60",Returned-Undelivered,Rajaji Nagar 182,Surat,Gujarat,188415,6223805800,XB466130,Existing,0,1
2021,WAT-U-RED-XXL-HV,Pre-Paid,ORD202101171,"?3,723.75",Delivered,Linking Rd 173,Kolkata,West Bengal,228368,6597289600,13248566,New,1,0
2021,JKT-U-BLK-M-HV,COD,ORD202101172,"?5,024.70",Returned-Undelivered,Marine Drive 37,New Delhi,Delhi,333864,8547312600,10761327,New,0,1
2021,TOP-F-GRY-S-MD,COD,ORD202101173,"?1,083.94",Returned-Undelivered,Park Street 41,Ludhiana,Punjab,463925,8217586800,13267599,Existing,0,1
2021,KRT-M-NVY-XXL-HV,COD,ORD202101174,"?2,853.12",Returned-After-Delivery,Camp 207,Kolkata,West Bengal,,6436095100,77172468,Existing,0,0
2021,WAT-U-BLK-L-MD,COD,ORD202101175,"?1,125.83",Delivered,Linking Rd 72,Gurugram,Haryana,203644,8459162100,EK639675,New,0,0
2021,JNS-F-BLK-M-MD,Pre-Paid,ORD202101176,"?4,425.85",Delivered,Rajaji Nagar 137,Kolkata,West Bengal,750691,7583619500,BD154076,New,0,0
2021,DRS-F-BLU-S-HV,COD,ORD202101177,"?1,135.11",Delivered,Civil Lines 213,Gurugram,Haryana,187744,7642888100,SF447532,Existing,1,0
2021,SHO-M-PNK-XS-MD,COD,ORD202101178,"?5,515.85",Delivered,MG Road 148,Ludhiana,Punjab,511187,9767719900,DL266839,Existing,1,0
2021,JNS-M-GRN-M-HV,COD,ORD202101179,"?4,470.64",Returned-After-Delivery,Park Street 98,Ahmedabad,Gujarat,781207,6941007700,85914391,Existing,0,0
2021,BAG-U-PNK-L-LT,COD,ORD202101180,"?4,904.05",In-Transit,Rajaji Nagar 127,Ludhiana,Punjab,421782,7444537100,55677566,New,1,0
2021,TOP-U-WHT-S-MD,COD,ORD202101181,"?1,687.74",Delivered,Camp 197,Hyderabad,Telangana,377935,8257623300,DL876731,New,0,0
2021,SHO-F-BLK-XXL-HV,COD,ORD202101182,"?3,480.58",Returned-Undelivered,FC Road 124,Hyderabad,Telangana,,7677224000,EZ199304,New,1,1
2021,TOP-U-BLU-M-LT,COD,ORD202101183,"?3,246.94",Delivered,Camp 167,Gurugram,Haryana,401506,8387458200,10420896,Existing,0,0
2021,KRT-F-WHT-S-HV,COD,ORD202101184,"?4,395.87",Returned-Undelivered,Camp 230,Noida,Uttar Pradesh,563451,7570602800,FX351047,New,0,1
2021,JNS-U-BLU-XL-MD,COD,ORD202101185,"?1,640.43",Delivered,Park Street 48,Ahmedabad,Gujarat,222557,,XB173952,New,0,0
2021,JNS-M-PNK-XL-LT,Pre-Paid,ORD202101186,"?3,000.08",Delivered,Camp 218,Ahmedabad,Gujarat,431808,7920811700,SF108127,Existing,0,0
2021,DRS-U-GRY-M-HV,Pre-Paid,ORD202101187,"?3,019.09",Delivered,Brigade Rd 204,Ahmedabad,Gujarat,358186,9680776300,XB381178,New,1,0
2021,JKT-U-WHT-XS-HV,Pre-Paid,ORD202101188,"?3,421.59",Delivered,Anna Salai 224,New Delhi,Delhi,415422,8104025700,EZ186993,New,0,0
2021,JKT-F-GRN-XL-MD,Pre-Paid,ORD202101189,"?2,080.80",Delivered,Sector 15 206,Gurugram,Haryana,,9214055200,EK557799,Existing,0,0
2021,JNS-U-RED-XS-LT,COD,ORD202101190,"?4,708.47",Returned-Undelivered,Indiranagar 51,Mysuru,Karnataka,365798,7909479800,55427571,Existing,1,1
2021,BAG-M-RED-XL-LT,Pre-Paid,ORD202101191,"?4,015.88",Delivered,Linking Rd 2,Kochi,Kerala,210055,8745238800,13471424,Existing,1,0
2021,JNS-M-BLU-L-MD,Pre-Paid,ORD202101192,"?1,185.30",Delivered,MG Road 63,Hyderabad,Telangana,,8997702300,13393602,New,1,0
2021,BAG-F-RED-S-MD,COD,ORD202101193,"?5,157.83",Returned-Undelivered,MG Road 18,Kochi,Kerala,550504,9605646100,DL311707,Existing,1,1
2021,BAG-U-RED-XS-LT,COD,ORD202101194,"?2,485.34",Returned-After-Delivery,Marine Drive 89,Hyderabad,Telangana,341091,6545034700,55469040,Existing,0,0
2021,JKT-U-BLK-M-HV,COD,ORD202101195,?469.21,Returned-After-Delivery,Indiranagar 177,Hyderabad,Telangana,377262,7267228100,FX468966,Existing,0,0
2021,DRS-M-GRN-M-MD,COD,ORD202101196,"?3,098.18",Delivered,Sector 15 53,Surat,Gujarat,,7709753600,53441901,Existing,0,0
2021,DRS-F-GRN-L-LT,Pre-Paid,ORD202101197,"?4,716.27",Delivered,Sector 15 65,Gurugram,Haryana,695866,6158138200,EZ878111,Existing,0,0
2021,SRE-M-BLK-XXL-MD,Pre-Paid,ORD202101198,"?2,342.68",Delivered,Anna Salai 57,Ludhiana,Punjab,422878,6106735600,10665932,New,1,0
2021,SHO-F-BLU-XS-HV,COD,ORD202101199,"?3,043.36",Returned-Undelivered,Camp 32,Gurugram,Haryana,430627,7228953800,EK325493,New,0,1
2021,DRS-M-WHT-XL-HV,COD,ORD202101200,"?5,887.70",Delivered,Brigade Rd 197,Mysuru,Karnataka,707012,,53805015,Existing,0,0
2021,JNS-M-WHT-XXL-MD,COD,ORD202101201,"?3,831.04",Returned-Undelivered,FC Road 224,Jaipur,Rajasthan,201010,9685369900,10987865,New,0,1
2021,DRS-U-GRN-XS-HV,COD,ORD202101202,"?5,519.46",Returned-Undelivered,Park Street 233,Jaipur,Rajasthan,279133,,85451925,Existing,0,1
2021,JNS-U-PNK-XL-HV,Pre-Paid,ORD202101203,"?4,114.40",Delivered,Brigade Rd 118,Surat,Gujarat,340970,9653644000,SF560665,Existing,0,0
2021,WAT-F-BLK-XS-HV,COD,ORD202101204,"?1,379.94",Returned-Undelivered,Indiranagar 112,Hyderabad,Telangana,780272,9985785400,EZ645688,Existing,0,1
2021,KRT-M-GRY-M-HV,COD,ORD202101205,"?2,381.85",Delivered,Civil Lines 193,Kochi,Kerala,288296,7974242000,FX995051,Existing,0,0
2021,TSH-U-NVY-XXL-MD,Pre-Paid,ORD202101206,"?4,100.69",Delivered,Sector 15 148,New Delhi,Delhi,619074,8376690600,DL815950,Existing,1,0
2021,SHO-F-NVY-M-MD,COD,ORD202101207,?861.25,Delivered,Civil Lines 188,Gurugram,Haryana,138293,7808350400,EZ514347,New,0,0
2021,JKT-F-GRN-XXL-MD,Pre-Paid,ORD202101208,"?1,823.68",Delivered,Sector 15 125,Ahmedabad,Gujarat,440345,9448427800,10422250,Existing,0,0
2021,TOP-M-GRY-M-HV,COD,ORD202101209,"?3,719.71",Returned-After-Delivery,Brigade Rd 163,Jaipur,Rajasthan,,6739418500,53636280,Existing,0,0
2021,WAT-M-GRY-XXL-LT,Pre-Paid,ORD202101210,"?1,246.00",Delivered,Rajaji Nagar 66,Jaipur,Rajasthan,491243,7771283900,EZ621417,New,1,0
2021,JNS-M-BLU-XL-MD,COD,ORD202101211,"?4,374.47",Returned-After-Delivery,Camp 64,Gurugram,Haryana,332382,7122446900,10759209,Existing,1,0
2021,JNS-F-PNK-S-LT,COD,ORD202101212,"?5,804.88",In-Transit,Civil Lines 2,Pune,Maharashtra,140500,8786904300,10387025,Existing,1,0
2021,KRT-U-RED-XS-HV,COD,ORD202101213,"?3,307.95",Delivered,Civil Lines 194,Kochi,Kerala,449579,9153590500,85127981,Existing,0,0
2021,SHO-U-BLU-M-HV,Pre-Paid,ORD202101214,"?5,423.64",Delivered,MG Road 180,Pune,Maharashtra,332217,8206652700,19575071,Existing,1,0
2021,SRE-U-GRY-XL-LT,Pre-Paid,ORD202101215,"?5,750.45",Delivered,FC Road 219,Hyderabad,Telangana,714006,7780433300,EK624331,New,0,0
2021,TOP-U-WHT-L-LT,COD,ORD202101216,"?3,560.95",Delivered,Sector 15 164,Kolkata,West Bengal,201568,6534753100,10325530,Existing,0,0
2021,JKT-U-NVY-M-MD,COD,ORD202101217,"?2,161.34",Returned-Undelivered,Rajaji Nagar 184,Kolkata,West Bengal,338026,8339141700,55979561,Existing,1,1
2021,SRE-U-NVY-XXL-MD,COD,ORD202101218,"?1,951.79",Delivered,Brigade Rd 67,Ahmedabad,Gujarat,703509,7256383100,BD660168,Existing,1,0
2021,DRS-U-RED-XL-LT,COD,ORD202101219,"?1,625.61",Delivered,Marine Drive 33,Hyderabad,Telangana,746591,6721472500,SF220923,Existing,1,0
2021,JNS-U-NVY-XL-LT,COD,ORD202101220,"?5,549.06",Returned-After-Delivery,Brigade Rd 158,Ludhiana,Punjab,229736,6416694700,10127983,Existing,0,0
2021,JNS-F-BLK-M-MD,Pre-Paid,ORD202101221,?595.94,Delivered,Camp 52,Noida,Uttar Pradesh,397327,8524462500,FX510431,New,0,0
2021,TOP-U-BLU-XL-LT,COD,ORD202101222,"?5,791.63",In-Transit,Rajaji Nagar 68,Coimbatore,Tamil Nadu,452056,8614331100,85985168,New,0,0
2021,BAG-U-NVY-XXL-HV,COD,ORD202101223,"?5,458.15",Delivered,Civil Lines 201,Surat,Gujarat,737179,,85958427,Existing,1,0
2021,BAG-U-PNK-M-HV,COD,ORD202101224,"?1,256.99",Delivered,Rajaji Nagar 68,Ludhiana,Punjab,454138,6177202000,55986613,Existing,0,0
2021,TOP-U-BLK-XS-HV,COD,ORD202101225,"?4,029.37",Returned-Undelivered,FC Road 166,New Delhi,Delhi,,8887758300,EZ223408,Existing,0,1
2021,JKT-U-GRN-L-MD,COD,ORD202101226,"?5,179.81",Delivered,Rajaji Nagar 164,Noida,Uttar Pradesh,691341,6272156500,BD516259,New,0,0
2021,SRE-F-RED-XXL-MD,COD,ORD202101227,"?4,101.13",Delivered,Marine Drive 121,Ludhiana,Punjab,599040,7449317900,85856069,New,1,0
2021,TOP-M-PNK-L-MD,COD,ORD202101228,"?2,983.14",Delivered,Park Street 47,Surat,Gujarat,315537,6227095300,XB137377,Existing,0,0
2021,SRE-U-GRN-M-LT,Pre-Paid,ORD202101229,"?3,470.00",Delivered,Civil Lines 142,Mysuru,Karnataka,127829,8189783100,53385228,Existing,0,0
2021,SRE-U-GRY-S-MD,COD,ORD202101230,"?2,146.09",Delivered,Rajaji Nagar 114,Jaipur,Rajasthan,708337,9490770100,XB525267,Existing,0,0
2021,SHO-F-RED-XL-HV,Pre-Paid,ORD202101231,"?2,311.37",Delivered,Anna Salai 43,Nagpur,Maharashtra,334737,7878977900,10742791,New,0,0
2021,TOP-M-BLK-L-MD,Pre-Paid,ORD202101232,"?2,316.24",In-Transit,Park Street 6,Bengaluru,Karnataka,180138,9761184100,53455812,New,1,0
2021,SHO-F-NVY-M-HV,COD,ORD202101233,?341.43,Returned-After-Delivery,Rajaji Nagar 58,Kochi,Kerala,485033,8121779100,19495266,Existing,1,0
2021,KRT-M-PNK-M-LT,COD,ORD202101234,"?1,244.98",Returned-Undelivered,Marine Drive 167,Lucknow,Uttar Pradesh,460506,8222260500,DL644405,Existing,1,1
2021,SRE-M-GRN-S-LT,COD,ORD202101235,"?1,809.00",Returned-Undelivered,Civil Lines 215,Lucknow,Uttar Pradesh,157871,7124554700,53206154,New,0,1
2021,SHO-U-PNK-L-MD,COD,ORD202101236,"?3,863.31",Delivered,Camp 210,Surat,Gujarat,485012,8305935300,EK504851,Existing,0,0
2021,SHO-F-BLU-XL-LT,COD,ORD202101237,"?1,309.20",Delivered,Park Street 196,Lucknow,Uttar Pradesh,281318,7665832700,SF626443,New,0,0
2021,TOP-M-NVY-S-LT,COD,ORD202101238,"?5,386.15",Delivered,Park Street 232,Kochi,Kerala,667213,8302864500,13303665,Existing,0,0
2021,SRE-U-WHT-L-LT,Pre-Paid,ORD202101239,"?4,465.06",Returned-Undelivered,Marine Drive 219,Ludhiana,Punjab,421898,8334701100,10798188,New,1,1
2021,JKT-F-GRN-L-HV,COD,ORD202101240,"?5,638.38",Returned-Undelivered,Brigade Rd 171,Ludhiana,Punjab,158532,7868881700,DL607804,New,0,1
2021,SHO-M-BLU-XL-LT,Pre-Paid,ORD202101241,"?2,467.76",Delivered,Marine Drive 178,Surat,Gujarat,285331,9514135900,BD282650,Existing,0,0
2021,SRE-U-WHT-L-MD,COD,ORD202101242,?769.56,Returned-Undelivered,Civil Lines 232,Nagpur,Maharashtra,190236,8159346900,53974151,New,0,1
2021,SRE-M-GRY-M-LT,COD,ORD202101243,"?1,591.85",Returned-After-Delivery,Sector 15 90,Mysuru,Karnataka,444988,,EK386623,Existing,0,0
2021,JKT-U-PNK-XL-HV,Pre-Paid,ORD202101244,"?1,570.44",Delivered,Anna Salai 180,Surat,Gujarat,297104,8931954600,FX263738,New,0,0
2021,BAG-M-BLU-XL-MD,Pre-Paid,ORD202101245,"?1,709.41",Returned-Undelivered,Indiranagar 14,New Delhi,Delhi,172207,9516203200,DL217822,Existing,1,1
2021,BAG-U-RED-L-LT,COD,ORD202101246,"?1,506.30",Returned-Undelivered,Camp 103,Lucknow,Uttar Pradesh,292012,9761771800,77537450,Existing,0,1
2021,JKT-F-GRN-S-LT,COD,ORD202101247,"?5,108.51",Delivered,Rajaji Nagar 236,Nagpur,Maharashtra,520593,7717281200,FX788260,Existing,1,0
2021,DRS-F-RED-XS-LT,Pre-Paid,ORD202101248,?420.36,Delivered,Indiranagar 139,Bengaluru,Karnataka,220415,8130558600,DL767155,New,0,0
2021,KRT-U-BLK-L-LT,Pre-Paid,ORD202101249,"?2,954.61",Delivered,Camp 122,Chennai,Tamil Nadu,224465,9664400800,53234404,New,0,0
2021,SHO-U-GRN-L-MD,COD,ORD202101250,"?3,595.65",Returned-Undelivered,Linking Rd 164,Hyderabad,Telangana,262927,9553079800,55829244,Existing,0,1
2021,SRE-U-WHT-XXL-LT,Pre-Paid,ORD202101251,"?5,455.20",Delivered,Sector 15 85,Kochi,Kerala,641255,8279744400,EZ332579,New,0,0
2021,WAT-U-NVY-M-LT,Pre-Paid,ORD202101252,"?5,734.54",Delivered,Indiranagar 200,Bengaluru,Karnataka,710033,9433239400,10715711,New,0,0
2021,DRS-F-RED-S-HV,Pre-Paid,ORD202101253,"?1,540.78",In-Transit,MG Road 146,Jaipur,Rajasthan,772639,9120073600,EK540541,Existing,0,0
2021,KRT-U-PNK-XS-MD,COD,ORD202101254,"?1,132.29",Returned-After-Delivery,FC Road 58,Ahmedabad,Gujarat,177317,8968368600,10533000,New,0,0
2021,WAT-U-BLK-XL-HV,Pre-Paid,ORD202101255,"?3,471.92",Delivered,Rajaji Nagar 73,New Delhi,Delhi,479999,7809657200,77243523,New,1,0
2021,BAG-M-WHT-S-MD,COD,ORD202101256,"?4,203.61",Delivered,Rajaji Nagar 171,Noida,Uttar Pradesh,777570,8758902600,XB319358,Existing,1,0
2021,TSH-M-PNK-XS-MD,COD,ORD202101257,"?3,249.64",Delivered,Indiranagar 236,Kochi,Kerala,485969,8214818400,19309730,Existing,0,0
2021,TSH-U-GRY-M-HV,Pre-Paid,ORD202101258,"?4,925.25",Delivered,Indiranagar 250,New Delhi,Delhi,153973,,EK126255,Existing,1,0
2021,SHO-F-GRN-M-MD,COD,ORD202101259,"?2,262.71",Delivered,Linking Rd 168,Gurugram,Haryana,798829,7815860900,13269375,Existing,0,0
2021,TOP-F-BLK-XL-LT,Pre-Paid,ORD202101260,"?1,586.22",Delivered,Brigade Rd 202,Gurugram,Haryana,410634,7159521500,19530301,Existing,0,0
2021,TSH-U-BLK-XXL-MD,Pre-Paid,ORD202101261,"?3,327.35",Delivered,Marine Drive 46,Ludhiana,Punjab,343538,7132649300,53955978,New,0,0
2021,TOP-F-GRN-L-MD,Pre-Paid,ORD202101262,"?5,790.88",Delivered,MG Road 244,Ahmedabad,Gujarat,327766,9267705100,EK569394,New,0,0
2021,WAT-F-GRY-XS-HV,COD,ORD202101263,"?2,427.19",Returned-Undelivered,Camp 131,Hyderabad,Telangana,139781,6179056900,XB188238,New,0,1
2021,JKT-F-BLU-XXL-HV,COD,ORD202101264,"?1,917.05",Delivered,Camp 34,Bengaluru,Karnataka,131317,7600586300,10489312,Existing,0,0
2021,SHO-U-PNK-M-MD,Pre-Paid,ORD202101265,"?4,886.10",Delivered,FC Road 130,Mysuru,Karnataka,775328,6988837300,EK475212,New,0,0
2021,KRT-F-BLU-XS-LT,Pre-Paid,ORD202101266,"?3,687.03",In-Transit,MG Road 42,Jaipur,Rajasthan,253704,9747477100,55610657,Existing,0,0
2021,JNS-U-BLU-XXL-LT,COD,ORD202101267,"?2,013.46",Delivered,MG Road 94,Noida,Uttar Pradesh,775369,7271987300,DL966551,Existing,1,0
2021,SHO-M-BLK-XXL-LT,COD,ORD202101268,"?4,797.46",Delivered,Marine Drive 183,Coimbatore,Tamil Nadu,736833,9259788700,BD561045,Existing,0,0
2021,SRE-M-GRN-XL-LT,COD,ORD202101269,"?2,538.93",Delivered,MG Road 19,Jaipur,Rajasthan,178677,9957754900,SF421147,Existing,0,0
2021,TSH-M-WHT-S-LT,Pre-Paid,ORD202101270,"?1,068.45",Returned-After-Delivery,Anna Salai 237,Gurugram,Haryana,650255,8221265100,SF558838,Existing,0,0
2021,DRS-M-BLU-L-LT,COD,ORD202101271,"?5,595.02",Delivered,Park Street 42,Gurugram,Haryana,435862,9966376900,DL340403,New,0,0
2021,SRE-F-BLK-L-LT,COD,ORD202101272,"?3,010.99",Returned-After-Delivery,Marine Drive 119,Kolkata,West Bengal,515674,6734146300,19718948,Existing,0,0
2021,KRT-F-RED-L-LT,Pre-Paid,ORD202101273,"?5,022.08",Delivered,Indiranagar 191,Coimbatore,Tamil Nadu,744582,9970563700,EK838020,New,0,0
2021,JKT-M-BLK-M-HV,COD,ORD202101274,"?3,275.81",Returned-Undelivered,Sector 15 64,Mysuru,Karnataka,341129,9167027500,DL624927,New,0,1
2021,TOP-F-PNK-S-MD,Pre-Paid,ORD202101275,"?1,801.05",Delivered,Brigade Rd 232,Hyderabad,Telangana,640582,9105566500,XB620591,Existing,0,0
2021,BAG-F-NVY-L-LT,COD,ORD202101276,"?1,493.01",Delivered,Marine Drive 223,Gurugram,Haryana,157399,9953681500,FX990151,Existing,1,0
2021,WAT-F-BLK-S-MD,COD,ORD202101277,"?5,755.28",In-Transit,FC Road 79,New Delhi,Delhi,413421,8566002900,53486912,New,0,0
2021,SRE-M-WHT-S-MD,COD,ORD202101278,"?2,422.50",Delivered,Indiranagar 74,Pune,Maharashtra,530305,6929557900,FX540795,New,0,0
2021,SHO-U-GRN-L-MD,Pre-Paid,ORD202101279,"?5,524.16",Delivered,Civil Lines 190,Ahmedabad,Gujarat,723023,9736020100,BD555582,New,0,0
2021,TSH-U-WHT-M-HV,Pre-Paid,ORD202101280,"?2,226.95",Delivered,Civil Lines 6,Kolkata,West Bengal,705463,8172013500,EZ661334,Existing,1,0
2021,BAG-U-NVY-M-LT,Pre-Paid,ORD202101281,?870.93,Delivered,Sector 15 167,Jaipur,Rajasthan,206614,7467758900,BD169385,New,0,0
2021,JKT-U-RED-XXL-HV,COD,ORD202101282,"?5,825.67",Delivered,MG Road 231,Mysuru,Karnataka,121334,7377598700,77587530,Existing,0,0
2021,BAG-M-GRN-L-LT,Pre-Paid,ORD202101283,"?1,442.36",Delivered,Camp 52,Ludhiana,Punjab,591995,9907344100,55916007,New,0,0
2021,KRT-F-GRY-M-HV,Pre-Paid,ORD202101284,"?3,748.48",Delivered,Rajaji Nagar 44,Kochi,Kerala,739284,7854710300,BD664812,Existing,0,0
2021,WAT-M-PNK-XS-MD,COD,ORD202101285,"?5,722.72",Returned-Undelivered,FC Road 206,Bengaluru,Karnataka,771238,7624682900,10578309,Existing,1,1
2021,DRS-F-BLK-XS-HV,COD,ORD202101286,"?4,386.13",Returned-Undelivered,Sector 15 97,Jaipur,Rajasthan,796402,6617581900,10139078,Existing,1,1
2021,KRT-M-GRY-S-MD,Pre-Paid,ORD202101287,"?5,161.45",Delivered,Linking Rd 45,New Delhi,Delhi,589075,9934783300,19682576,New,0,0
2021,DRS-U-GRN-L-MD,COD,ORD202101288,"?5,535.59",Returned-After-Delivery,Indiranagar 170,Coimbatore,Tamil Nadu,,9746934400,FX519977,New,0,0
2021,JNS-M-WHT-S-MD,Pre-Paid,ORD202101289,"?2,820.22",Delivered,Marine Drive 232,Mysuru,Karnataka,309091,9654621400,EZ825263,Existing,0,0
2021,DRS-U-NVY-XL-MD,COD,ORD202101290,"?5,012.47",Returned-Undelivered,Sector 15 203,Surat,Gujarat,309630,8544006000,XB605193,Existing,0,1
2021,TSH-M-WHT-XL-HV,Pre-Paid,ORD202101291,"?3,206.25",Delivered,Rajaji Nagar 48,Kochi,Kerala,617446,8273853000,BD659083,Existing,0,0
2021,BAG-F-RED-XL-MD,COD,ORD202101292,?949.58,Delivered,Indiranagar 234,Jaipur,Rajasthan,425558,6769103200,FX313820,New,0,0
2021,KRT-U-WHT-XS-HV,COD,ORD202101293,"?3,951.96",Returned-Undelivered,FC Road 108,Kolkata,West Bengal,778042,6949411000,EK174088,Existing,0,1
2021,TSH-M-BLK-XL-MD,Pre-Paid,ORD202101294,"?2,765.44",Delivered,Indiranagar 162,Ahmedabad,Gujarat,354028,9564734800,EK572008,Existing,0,0
2021,SHO-U-NVY-XXL-LT,Pre-Paid,ORD202101295,?595.51,Delivered,Indiranagar 181,Jaipur,Rajasthan,655175,6862633000,55586673,Existing,0,0
2021,SHO-F-PNK-XS-HV,Pre-Paid,ORD202101296,"?4,418.24",Delivered,Civil Lines 191,Kochi,Kerala,122020,7777793600,10873339,Existing,1,0
2021,WAT-U-GRY-XXL-HV,COD,ORD202101297,"?5,680.16",In-Transit,FC Road 65,New Delhi,Delhi,196251,7969160600,DL813095,Existing,0,0
2021,TSH-M-PNK-M-HV,Pre-Paid,ORD202101298,"?2,625.49",Delivered,Marine Drive 208,Ludhiana,Punjab,524722,8738679600,77399201,New,1,0
2021,WAT-M-RED-S-MD,COD,ORD202101299,"?3,083.95",Delivered,Indiranagar 19,Hyderabad,Telangana,593412,9180699400,EZ695990,Existing,0,0
2021,SHO-U-GRN-M-MD,COD,ORD202101300,"?1,141.37",Returned-Undelivered,Brigade Rd 17,Nagpur,Maharashtra,,9637650100,55343423,Existing,0,1
2021,WAT-U-BLU-XS-MD,COD,ORD202101301,"?2,145.75",Returned-After-Delivery,Anna Salai 144,Surat,Gujarat,,8120746800,13450580,Existing,1,0
2021,SRE-U-WHT-XXL-HV,Pre-Paid,ORD202101302,"?4,045.56",Delivered,Anna Salai 16,Gurugram,Haryana,,7590909500,10542880,Existing,0,0
2021,DRS-M-RED-S-HV,Pre-Paid,ORD202101303,"?1,612.02",Returned-Undelivered,Sector 15 58,Ahmedabad,Gujarat,290982,8484549300,SF733145,Existing,1,1
2021,SHO-F-BLK-M-HV,COD,ORD202101304,"?2,786.34",Returned-After-Delivery,Anna Salai 15,New Delhi,Delhi,346131,7662229100,77241556,New,0,0
2021,TOP-M-WHT-L-HV,COD,ORD202101305,"?1,322.53",In-Transit,Indiranagar 226,Ludhiana,Punjab,393651,6524160100,BD979857,New,0,0
2021,SHO-U-GRY-XXL-LT,COD,ORD202101306,"?2,217.60",Returned-Undelivered,Anna Salai 100,Gurugram,Haryana,142440,7658553500,EZ704008,New,0,1
2021,TOP-M-RED-S-LT,COD,ORD202101307,"?1,732.72",Delivered,Anna Salai 147,Gurugram,Haryana,591308,7605473300,EZ118287,Existing,0,0
2021,SHO-U-PNK-XL-HV,Pre-Paid,ORD202101308,"?1,942.15",Delivered,Linking Rd 60,Mysuru,Karnataka,,9780547600,EZ306343,Existing,0,0
2021,KRT-F-NVY-XL-HV,Pre-Paid,ORD202101309,"?4,513.00",Delivered,Brigade Rd 104,Surat,Gujarat,,9911820700,53939074,Existing,1,0
2021,SHO-M-PNK-XXL-MD,Pre-Paid,ORD202101310,"?2,861.05",Returned-Undelivered,Marine Drive 217,Hyderabad,Telangana,,7271041400,XB437305,New,0,1
2021,SRE-F-BLU-XS-HV,Pre-Paid,ORD202101311,"?2,215.23",Returned-Undelivered,MG Road 18,Jaipur,Rajasthan,294180,6492605200,85387904,Existing,0,1
2021,KRT-F-BLK-S-MD,COD,ORD202101312,"?2,309.61",Delivered,Rajaji Nagar 96,Ludhiana,Punjab,,7223327900,19985096,New,1,0
2021,SHO-M-WHT-M-MD,COD,ORD202101313,"?5,645.20",Returned-Undelivered,Marine Drive 208,Ludhiana,Punjab,764901,8792039700,EK524827,New,0,1
2021,TSH-M-BLU-XXL-LT,Pre-Paid,ORD202101314,?498.27,Delivered,Indiranagar 203,Kochi,Kerala,360874,6428509900,13813546,Existing,0,0
2021,TSH-F-WHT-XL-LT,COD,ORD202101315,"?2,129.05",Delivered,Linking Rd 75,Kolkata,West Bengal,739285,9151221700,SF350656,New,0,0
2021,WAT-F-BLK-XXL-MD,COD,ORD202101316,?901.35,Delivered,Brigade Rd 227,Coimbatore,Tamil Nadu,776748,7519701500,EZ690667,New,1,0
2021,SRE-M-GRN-S-LT,Pre-Paid,ORD202101317,"?2,002.99",Delivered,Sector 15 113,Coimbatore,Tamil Nadu,350233,6814755700,FX563499,Existing,0,0
2021,KRT-U-GRN-M-HV,COD,ORD202101318,"?3,211.61",Delivered,Anna Salai 86,Ludhiana,Punjab,247599,7544595500,85558745,Existing,0,0
2021,WAT-U-GRN-XXL-LT,COD,ORD202101319,"?2,219.84",Returned-Undelivered,Sector 15 186,Kochi,Kerala,,9276416200,13762274,Existing,1,1
2021,TSH-M-NVY-XL-HV,COD,ORD202101320,"?1,336.82",Delivered,Brigade Rd 48,Hyderabad,Telangana,793433,8236389600,19774879,Existing,0,0
2021,WAT-F-GRY-L-LT,Pre-Paid,ORD202101321,"?4,747.05",Delivered,Civil Lines 56,Jaipur,Rajasthan,137833,9870297400,FX283268,New,0,0
2021,JKT-F-WHT-XL-HV,COD,ORD202101322,"?5,094.87",Delivered,FC Road 19,Ludhiana,Punjab,742657,8917794000,19642655,Existing,1,0
2021,WAT-U-RED-XXL-MD,COD,ORD202101323,"?4,384.14",Returned-After-Delivery,Park Street 69,Bengaluru,Karnataka,636959,,53485287,Existing,1,0
2021,DRS-U-PNK-XXL-HV,Pre-Paid,ORD202101324,"?3,225.39",Returned-Undelivered,FC Road 76,Kolkata,West Bengal,115739,8977497300,77121383,New,0,1
2021,JNS-U-PNK-S-HV,COD,ORD202101325,"?4,999.08",Delivered,MG Road 159,Hyderabad,Telangana,,8124354000,10714655,New,1,0
2021,SHO-U-PNK-XXL-MD,COD,ORD202101326,"?2,283.99",Delivered,Rajaji Nagar 43,Ahmedabad,Gujarat,718964,6346393000,55985121,Existing,0,0
